0,-66.0,0.0,-690.0,0.0,0.0,0.0,1,7,1,7,15
1,-290.59,0.0,-690.0,0.0,0.0,0.0,0,6,2,1,15
2,-492.0,0.0,-690.0,0.0,0.0,0.0,1,5,3,2,15
3,-682.0,0.0,-690.0,0.0,0.0,0.0,2,4,2,4,15
4,-682.6,0.0,-506.0,0.0,0.0,0.0,3,5,11,4,15
5,-492.0,0.0,-506.0,0.0,0.0,0.0,4,2,10,6,15
6,-292.0,0.0,-506.0,0.0,0.0,0.0,1,5,9,7,15
7,-66.5,0.0,-506.0,0.0,0.0,0.0,0,6,8,7,15
8,-66.5,0.0,-300.0,0.0,0.0,0.0,15,7,9,8,15
9,-300.0,0.0,-300.0,0.0,0.0,0.0,8,6,14,9,15
10,-488.0,0.0,-300.0,0.0,0.0,0.0,5,11,13,10,15
11,-684.0,0.0,-300.0,0.0,0.0,0.0,10,4,12,11,15
12,-685.0,0.0,-100.0,0.0,0.0,0.0,11,13,11,13,15
13,-492.0,0.0,-100.0,0.0,0.0,0.0,12,10,14,13,15
14,-290.0,0.0,-100.0,0.0,0.0,0.0,13,9,15,14,15
15,-66.0,0.0,-100.0,0.0,0.0,0.0,8,14,8,14,15
